,Source,ID,Class,Text
1273,lucene,1274,1,Here's an update to this patch.  I dropped short/byte support for now because I somehow forgot to add in SortField.BYTE and SortField.SHORT on the related Lucene patch.  I will open a separate issue for those.
1274,lucene,1275,2,b7f94000-b7f97000 rwxp b7f94000 00:00 0
1275,lucene,1276,1,On May
1276,lucene,1277,2,+ > > > A in fields myloc_0_
1277,lucene,1278,2,23-27 March -- MAPvenpick Hote
1278,lucene,1279,1,The custom cod
1279,lucene,1280,1,: Are there going to be any obvious problems with this? The only one I can
1280,lucene,1281,2,Attachments: solr.check.patch
1281,lucene,1282,2,org.apache.solr.handler.component.StatsComponent.handleResponses(StatsComponent.java:116) at
1282,lucene,1283,1,View this message in context:
1283,lucene,1284,1,do is subscribe to solr-dev and start a dialog there about what issues
1284,lucene,1285,2,[junit] Running org.apache.solr.handler.component.StatsComponentTest
1285,lucene,1286,2,client/ruby/solr-ruby/test/unit/add_document_test.rb
1286,lucene,1287,2,Attachments: SOLR-856.patch
1287,lucene,1288,2,</multicore>
1288,lucene,1289,2,URL: https://issues.apache.org/jira/browse/SOLR-565
1289,lucene,1290,1,great.  as i
1290,lucene,1291,1,[gsingers] SOLR-1314: cleans up Carrot2 implementation and upgrades it to latest release
1291,lucene,1292,1,But the odd thing about this will be
1292,lucene,1293,1,checking if the lock exists and acquiring the lock - they separately
1293,lucene,1294,1,Remaining Estimate: 1680h
1294,lucene,1295,1,time-zones should be irrelevant since all calculations are done in UTC ... lack of time-sync is a legitimate concer
1295,lucene,1296,1,That also allows you to click the \grant license to ASF\ button to help us with our intellectual property tracking.
1296,lucene,1297,1,5. fixed a small bug in the clustering example schema (that example reuses the main example doc
1297,lucene,1298,2,if (i<=n-2) {
1298,lucene,1299,1,container implementations.
1299,lucene,1300,1,* NUL perhaps?  (can you legally embed null in a string in java?)
1300,lucene,1301,1,:  <li>Support for dynamic grouping of search results</li>
1301,lucene,1302,1,to do
1302,lucene,1303,2,contrib/javascript/lib/jsdoc/jsdoc-toolkit/app/t/runner.js
1303,lucene,1304,2,[ https://issues.apache.org/jira/browse/SOLR-1676?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12793158#action_12793158 ]
1304,lucene,1305,2,super(defaultField == null ? schema.getDefaultSearchFieldName() : defaultFiel
1305,lucene,1306,2,at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2777)
1306,lucene,1307,2,<field column=\test\    template=\${dataimporter.request.finstalldir}\ />
1307,lucene,1308,1,No
1308,lucene,1309,2,public static int ntz(long val) {
1309,lucene,1310,1,first it's a new term to a new view of the index (logical shard AFAIK
1310,lucene,1311,1,syntax...
1311,lucene,1312,1,3. LazyFields are incompatible with the sundry Field declarations scattered about Solr.  I believe I've changed all the necessary locations to Fieldable.
1312,lucene,1313,1,* machine are skewed/different than that of the date faceting machine.
1313,lucene,1314,1,h3. Usage:
1314,lucene,1315,1,it must be removed
1315,lucene,1316,2,[javac] Compiling 215 source files to http://lucene.zones.apache.org:8080/hudson/job/Solr-Nightly/ws/trunk/build/core
1316,lucene,1317,1,interface all on its own.
1317,lucene,1318,2,+ public static final String EXPUNGE_DELETES = \expungeDeletes\;
1318,lucene,1319,2,INFO: adding lazy requestHandler: spellchecker=solr.SpellCheckerRequestHandler
1319,lucene,1320,1,this would keep the glob style for \source\ and \dest
1320,lucene,1321,2,: - [<a href=action.jsp?log=WARNING>WARNING</a>]
1321,lucene,1322,1,Hi Ur
1322,lucene,1323,1,Primarily SolrCore and SolrIndexWriter ( specifically for my use-case ).
1323,lucene,1324,2,1
1324,lucene,1325,1,Look at http://wiki.apache.org/solr/SimpleFacetParameters#Facet_Fields_with_No_Zeros_And_Missing_Count_For_One_Field
1325,lucene,1326,2,+ JETTY-309 force writable status of endpoints.
1326,lucene,1327,2,[jar] Building jar: /tmp/apache-solr-nightly/contrib/clustering/build/apache-solr-clustering-1.4-dev.jar
1327,lucene,1328,1,And since the regex is specified via the \regex\ attribute (as opposed to the value of an XML element) it's perfectly extensible in the future.
1328,lucene,1329,2,Key: SOLR-1437
1329,lucene,1330,1,Toda
1330,lucene,1331,1,ASs someone with very little knowledge of Solr Cell and/or Tik
1331,lucene,1332,2,==============================================================================
1332,lucene,1333,1,Yonik Seeley edited comment on SOLR-1586 at 12/29/09 4:05 PM:
1333,lucene,1334,1,root context.
1334,lucene,1335,1,classpath option.
1335,lucene,1336,1,3) all of the ResponseWriters should start looking at SolrQueryResponse.getException if they aren't alread
1336,lucene,1337,1,Shalin Shekhar Mangar reopened SOLR-1300:
1337,lucene,1338,1,information -- ie: only allow/commits updates if the
1338,lucene,1339,1,relatively expensive.
1339,lucene,1340,1,h4. Operations
1340,lucene,1341,2,: +  <xsl:template match=\solr/system/threadCount\>
1341,lucene,1342,1,bq.
1342,lucene,1343,2,Key: SOLR-195
1343,lucene,1344,1,# The properties defined in solr.xml should also be persisted back as is (without evaluation).
1344,lucene,1345,1,to /admin/stats.jsp which is a 404.  _info.jsp can leverage a default
1345,lucene,1346,1,sometimes have 100s of thousands of new docs as fast as Solr will
1346,lucene,1347,1,Thanks for contributing this Darren!
1347,lucene,1348,1,...Solr 1.1 is now available for download!...
1348,lucene,1349,1,but when VirtualHost features were adde
1349,lucene,1350,2,[junit] Test org.apache.solr.client.solrj.embedded.MergeIndexesEmbeddedTest FAILED
1350,lucene,1351,1,We've been working on integrating the spelt spellchecker from XTF (http://groups.google.com/group/spelt/
1351,lucene,1352,2,.ContextHandlerCollection.doStart(ContextHandlerCollection.java:161)
1352,lucene,1353,2,//doc.addField(\weight_\ + Integer.toString(i) + \_\ + Integer.toString(j
1353,lucene,1354,2,[ https://issues.apache.org/jira/browse/SOLR-69?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12467399 ]
1354,lucene,1355,2,b2a9e000-b2b10000 rwxp b2a9e000 00:00 0
1355,lucene,1356,1,are small fragments in the summary pag
1356,lucene,1357,2,[junit] Tests run:
1357,lucene,1358,1,Digital Library Production Service
1358,lucene,1359,2,+ > > > A if (x >= n) {
1359,lucene,1360,2,at java.net.ServerSocket.<init>(ServerSocket.java:141)
1360,lucene,1361,1,Add support for the new TrieRangeFilter in Lucene contrib-queries for fast range filter/query.
1361,lucene,1362,2,: + > A Assert.assertEquals( item.categories.lengt
1362,lucene,1363,1,instead it should be:
1363,lucene,1364,1,H
1364,lucene,1365,2,ervlet.jar;C:\\Inetpub\\ftproot\\apache-solr-1.1.0-incubating\\example\\lib\\org.m
1365,lucene,1366,2,handler parse xml;
1366,lucene,1367,1,Doesn't sound that way to me.
1367,lucene,1368,1,3. Makes sense.
1368,lucene,1369,1,the fields
1369,lucene,1370,2,Testcase: testReplicateAfterWrite2Slave took 2.656 sec
1370,lucene,1371,1,* find patch in file uploads \rewrite.1.patch\
1371,lucene,1372,1,As of 1.
1372,lucene,1373,2,<property name=\version\ value=\1.3\/>
1373,lucene,1374,1,Reporter: Hoss Man
1374,lucene,1375,2,: +   }
1375,lucene,1376,1,You can have anything your heart desires... Solr is open-source :)
1376,lucene,1377,2,Apache Ant version 1.7.1 compiled on June 27 2008
1377,lucene,1378,1,containing the user I
1378,lucene,1379,2,</core>
1379,lucene,1380,1,term buffer char array.  The reason this comes up is that
1380,lucene,1381,2,return Integer.valueOf( toExternal(f) );
1381,lucene,1382,2,A [junit] Running org.apache.solr.analysis.TestReversedWildcardFilterFactory
1382,lucene,1383,2,Attachments: SOLR-1492.patch
1383,lucene,1384,2,stringsList.add(s);
1384,lucene,1385,1,Examples of potential highlighter param names:
1385,lucene,1386,1,file up into snippets -- which could then be combined again in lots of
1386,lucene,1387,2,[ https://issues.apache.org/jira/browse/SOLR-447?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
1387,lucene,1388,2,using maxDocs;
1388,lucene,1389,1,new logo at ApacheCon -- but it would also be nice to use ApacheCon to
1389,lucene,1390,2,@@ -1
1390,lucene,1391,2,Components: contrib - Clustering
1391,lucene,1392,1,* Centralized configuration management (i.e. new solrconfig.xml
1392,lucene,1393,1,And two suggestions related to XSLT transformations for presentation:
1393,lucene,1394,1,Chris Mattman
1394,lucene,1395,2,+ > > > > A return te.term().text();
1395,lucene,1396,2,Date: Wed Mar 26 13:59:40 2008
1396,lucene,1397,1,*blockRegex* is an optional attribute that is applied after any allowRegex and discards any line which matches the regExp
1397,lucene,1398,1,followed by ./solr
1398,lucene,1399,2,[junit] 2008-08-25 08:13:12.814::INFO:  Shutdown hook complete
1399,lucene,1400,2,J  org.mortbay.jetty.Server.handle(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;I)Z
1400,lucene,1401,2,[ https://issues.apache.org/jira/browse/SOLR-219?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12494623 ]
1401,lucene,1402,2,rent:[* TO 1500] AND bedroom:[2 TO *] AND floor:[90 TO *]
1402,lucene,1403,2,<!-- for historic reason
1403,lucene,1404,2,[javac] Note: /tmp/apache-solr-nightly/contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/DocBuilder.java uses or overrides a deprecated API.
1404,lucene,1405,1,makes it irrelevant what the actual value is -- even if the property
1405,lucene,1406,2,URL: https://issues.apache.org/jira/browse/SOLR-491
1406,lucene,1407,2,\endOffset\:
1407,lucene,1408,2,contrib/javascript/lib/jsdoc/jsdoc-toolkit/app/frame/Namespace.js
1408,lucene,1409,1,collation
1409,lucene,1410,1,using exec() instead of system() makes this complexity go away fortunately. Also the solr_server.rb was renamed to test_helper.rb as it is likely to contain other methods/classes for clearing the inde
1410,lucene,1411,2,Environment: Linux
1411,lucene,1412,2,x = x - ((x >>> 1) & 0x5555555555555555L);
1412,lucene,1413,1,BaseTokenizerFactory does not make a Tokenize
1413,lucene,1414,1,sounds good.  I agree.
1414,lucene,1415,1,+ JETTY-125 maven plugin: ensure test dependencies on classpath for
1415,lucene,1416,2,public Tokenizer create( Reader input )
1416,lucene,1417,1,Can be replicated with the example-setup that comes with Solr (Jetty + example docs):
1417,lucene,1418,1,Sorry I'm out of the loop on this.  In the last two week
1418,lucene,1419,1,have tested the pre-releases and release candidates.
1419,lucene,1420,2,at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$101(ScheduledThreadPoolExecutor.java:98)
1420,lucene,1421,1,The ability to update/search/delete among many solr instances
1421,lucene,1422,1,Hoss Man commented on SOLR-1817:
1422,lucene,1423,2,Attachments: Dup_files1.zip
1423,lucene,1424,2,URL: https://issues.apache.org/jira/browse/SOLR-670
1424,lucene,1425,2,: - [<a href=action.jsp?log=FINEST>FINEST</a>]
1425,lucene,1426,1,which is what open source and iteration is all about.
1426,lucene,1427,1,Jayson Minard commented on SOLR-1155:
1427,lucene,1428,2,[junit] Running org.apache.solr.highlight.HighlighterConfigTest
1428,lucene,1429,1,allows for elements to be anotate with a nam
1429,lucene,1430,1,Implement highlighted field support
1430,lucene,1431,1,- Hide quoted text -
1431,lucene,1432,1,noble.paul edited comment on SOLR-561 at 5/25/08 9:48 PM:
1432,lucene,1433,1,Seems like we're reaching critical mass again
1433,lucene,1434,2,: +   out.println(\ <tokens>\);
1434,lucene,1435,1,of these
1435,lucene,1436,2,-   StringWriter out = new StringWriter();
1436,lucene,1437,1,3. As per SOLR-1301 patch
1437,lucene,1438,1,Committed revision 757690.
1438,lucene,1439,2,\+\ ...
1439,lucene,1440,2,URL: https://issues.apache.org/jira/browse/SOLR-1525
1440,lucene,1441,1,2. StandardRequestHandler uses CommonParams to store config-time parameter values (new feature)
1441,lucene,1442,2,<http://hudson.zones.apache.org/hudson/job/Solr-trunk/1078/changes>
1442,lucene,1443,2,: +   out.println(\</error>\);
1443,lucene,1444,2,matthew.woytowitz@mantech.com
1444,lucene,1445,2,[junit] 2008-08-25 08:15:16.794::INFO:  Shutdown hook complete
1445,lucene,1446,2,if (isfrag = \fragment\.equals(walk.getNodeName()))
1446,lucene,1447,1,SpellCheckComponent must be able to build/load spell check index on startup and commits. With SOLR-60
1447,lucene,1448,2,: A import java.util.List;
1448,lucene,1449,1,I am finally getting back around to this. And I am having trouble implementing SolrCoreAware. As The SolrResourceLoader has a method called assertAwareCompatibility which throws an exception my class does not extend SolrRequestHandle
1449,lucene,1450,2,Attachments: dynamicCopy.patch
1450,lucene,1451,1,- support some sort of standard RPC mechanism (Thrif
1451,lucene,1452,2,at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:380)
1452,lucene,1453,2,SEVERE: java.lang.OutOfMemoryError: PermGen space
1453,lucene,1454,2,fq={!tag%3Dt1}SubjectTerms_mfacet:(testvalue)&
1454,lucene,1455,2,Attachments: hoss.spell.patch
1455,lucene,1456,2,http://www.eu.apachecon.com/
1456,lucene,1457,1,Remaining Estimate: 3h
1457,lucene,1458,2,[javac] com.sun.tools.javac.code.Symbol$CompletionFailure: file
1458,lucene,1459,2,solr-home/instanceDir2/...
1459,lucene,1460,1,[shalin] Rolling back commit on SOLR-614 pending discussion and consensus.
1460,lucene,1461,2,public void setBits(long[] bits) { this.bits = bits; }
1461,lucene,1462,1,Can you tell us a little bit more about the why/what of this?  Are you
1462,lucene,1463,2,: +  <textarea class=\std\ rows=\3\ cols=\70\ name=\val\><xsl:value-of select=\fieldIndexValue\ /></textarea>
1463,lucene,1464,1,Thanks for creating this ticke
1464,lucene,1465,2,AU  site/linkmap.html
1465,lucene,1466,2,./lib:
1466,lucene,1467,2,SIGHUP: [libjvm.so+0x282fb0
1467,lucene,1468,1,SimilarityFactory patch: facilitate parameterizable Similarity implementations
1468,lucene,1469,2,</init-param>
1469,lucene,1470,1,Yonik Seeley commented on SOLR-27:
1470,lucene,1471,2,: - </td>
1471,lucene,1472,1,Sent from the Solr - Dev mailing list archive at Nabble.com.
1472,lucene,1473,1,Hackathon - open to all! | Geeks for Geeks | Lunchtime Sessions
1473,lucene,1474,1,Great. Thanks a lot :)
1474,lucene,1475,2,import org.apache.solr.core.MultiCore;
1475,lucene,1476,2,+++ lucene/solr/trunk/client/java/solrj/src/org/apache/solr/client/
1476,lucene,1477,1,Ryan McKinley updated SOLR-182:
1477,lucene,1478,1,:  In my general experience I have seen people deploying applications in
1478,lucene,1479,2,at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:378)
1479,lucene,1480,1,own log & error notification (emails/pages to the operator) so that is not
1480,lucene,1481,2,[junit] Running org.apache.solr.BasicFunctionalityTest
1481,lucene,1482,2,[mkdir] Created dir: /tmp/apache-solr-nightly/dist/solr-cell-lib
1482,lucene,1483,1,It's been 3 months since I looked at this.  Sounds fimiliar.  Here are the params I pass with every MLT Query.
1483,lucene,1484,1,no objections ...
1484,lucene,1485,2,URL: https://issues.apache.org/jira/browse/SOLR-162
1485,lucene,1486,2,: +<xsl:template match=\solr/analysis/results/queryAnalyzer/factory/args\>
1486,lucene,1487,2,: Modified: incubator/solr/trunk/CHANGES.txt
1487,lucene,1488,1,Jayson Minard updated SOLR-1155:
1488,lucene,1489,2,<int name=\price:[* TO 500]\>2</int>
1489,lucene,1490,2,Key: SOLR-1461
1490,lucene,1491,1,Enviado el: miA(c)rcole
1491,lucene,1492,2,See http://www.apache.org/dev/crypto.html
1492,lucene,1493,1,: + the License.  You may obtain a copy of the License at
1493,lucene,1494,2,+ JETTY-296 Close direct content inputstreams
1494,lucene,1495,1,public int commitMaxTime = -1; // make sure these documents are
1495,lucene,1496,1,Assignee: Otis Gospodnetic
1496,lucene,1497,2,for( SolrDocument doc : docs ){
1497,lucene,1498,2,{
1498,lucene,1499,2,at hudson.model.Executor.run(Executor.java:59)
1499,lucene,1500,2,java.lang.String 	getServletContextName()
1500,lucene,1501,2,{code}
1501,lucene,1502,2,: + <entity>
1502,lucene,1503,1,* Changed access modifier for the QueryParsing.StrParser inner class and its constructors to public. Again as in abov
1503,lucene,1504,2,:    printThreadInfo(t
1504,lucene,1505,1,needed.
1505,lucene,1506,2,solr-home/instanceDir2/
1506,lucene,1507,1,Unless you have very large numbers of facet value
1507,lucene,1508,1,.mortbay
1508,lucene,1509,1,should
1509,lucene,1510,1,Ryan McKinley commented on SOLR-867:
1510,lucene,1511,1,3. For SOLR-30
1511,lucene,1512,1,easier.
1512,lucene,1513,2,+++ lucene/dev/trunk/lucene/common-build.xml Fri Mar 26 21:55:57 2010
1513,lucene,1514,2,contrib/javascript/src
1514,lucene,1515,1,// TODO: if field is null
1515,lucene,1516,1,The Jetty that is bundled for the example application is version 6.1.
1516,lucene,1517,2,Attachments: SOLR-1590.Mattmann.112209.patch.txt
1517,lucene,1518,2,[ https://issues.apache.org/jira/browse/SOLR-539?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
1518,lucene,1519,1,Why invent something when compression is standard in HTTP? --wunder
1519,lucene,1520,1,Ideally we don't need to.
1520,lucene,1521,2,client/ruby/solr-ruby/test/unit/document_test.rb
1521,lucene,1522,2,: +</meta>
1522,lucene,1523,1,potential optimization of BufferedTokenStream?
1523,lucene,1524,1,far as to recommend deprecating the named accessors like getQueryStrin
1524,lucene,1525,1,The following patch adds a skin to the Forrest site that enables the Solr site to search Solr only content using Lucene/Solr. When a search is submitte
1525,lucene,1526,1,I guess it should containe
1526,lucene,1527,1,Another custom similarity may say that only 1) and 6) are similar because they are identical.
1527,lucene,1528,2,#NAME?
1528,lucene,1529,2,import java.util.Map;
1529,lucene,1530,1,Posting file hd.xml to http://localhost:8080/solr/update
1530,lucene,1531,2,x html(46)
1531,lucene,1532,2,at org.apache.solr.handler.dataimport.DocBuilder.doFullDump(DocBuilder.java:178)
1532,lucene,1533,2,content (CS);
1533,lucene,1534,2,/<zookeeper_rootdir>
1534,lucene,1535,2,: +  <link rel=\shortcut icon\ href=\/favicon.ico\ type=\image/ico\></link>
1535,lucene,1536,1,One option obviously is to treat a 15 second timeout the same as if the node went down. It seems to depend though - in a lot of case
1536,lucene,1537,2,Linux Red Hat ES4  (2.6.9-5.ELsmp from 'uname -a')
1537,lucene,1538,2,[junit] Running org.apache.solr.client.solrj.embedded.MultiCoreEmbeddedTest
1538,lucene,1539,1,2. refactor the addMainQuery() method to use
1539,lucene,1540,2,[junit]  <h2>asf - Revision 691915]: /lucene/solr/trunk...> but was:<...asf - Revision 69191[6: /lucene/solr/trunk</title></head>
1540,lucene,1541,1,Reporter: Andrzej Bialecki
1541,lucene,1542,1,handled without error.
1542,lucene,1543,2,<int name=\lengthNormFactorsMax_supplierDescription_*\>7</int>
1543,lucene,1544,2,diff --git a/example/solr/conf/solrconfig.xml b/example/solr/conf/solrconfig.xml
1544,lucene,1545,2,[jar] Building jar: /tmp/apache-solr-nightly/contrib/dataimporthandler/target/apache-solr-dataimporthandler-extras-nightly.jar
1545,lucene,1546,1,need/drive to impliment anything beyond what's currently supported...
1546,lucene,1547,1,sure it couldn't work that way for the reasons you outlined.
1547,lucene,1548,2,Compiler\></property>
1548,lucene,1549,1,The problem with XMLWriter is that it combines two functions that
1549,lucene,1550,1,they only want one instance per server they could use a system property or
1550,lucene,1551,1,Reporter: DoAYacan GA1/4ney
1551,lucene,1552,2,2) cd /proc/[java pid/fd
1552,lucene,1553,1,represent the state of the cores of a given set of servers which
1553,lucene,1554,2,at org.mortbay.jetty.bio.SocketConnector$Connection.run(SocketConnector.java:226)
1554,lucene,1555,2,Key: SOLR-210
1555,lucene,1556,2,Attachments: analysis-xml-out.txt
1556,lucene,1557,1,Mark Miller updated SOLR-1445:
1557,lucene,1558,1,is a more restricted form of the canonical representation of dateTime
1558,lucene,1559,1,by other folks.
1559,lucene,1560,2,------------------------------------------------------------------------------------------------
1560,lucene,1561,1,probably better-performing) to issue the queries during analysis.
1561,lucene,1562,1,thatnks for letting us know about this.  for future refrence: pasting the
1562,lucene,1563,2,[ https://issues.apache.org/jira/browse/SOLR-427?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12551218 ]
1563,lucene,1564,1,In QueryComponent (lines 81-82) we have:
1564,lucene,1565,1,** property for type name in *both* the fieldtype and field (which
1565,lucene,1566,1,Solr moves to Lucene's trunk:
1566,lucene,1567,1,Filed[] from a single field value input -- but it doesn't provide any
1567,lucene,1568,2,Total time: 63 minutes 42 seconds
1568,lucene,1569,2,-  } catch (SQLException e) {
1569,lucene,1570,2,<field column=\datasource\ template=\board\/>
1570,lucene,1571,1,Hoss Man resolved SOLR-970.
1571,lucene,1572,2,Attachments: SOLR-1296.patch
1572,lucene,1573,2,en\\c:\\Downloads\\solr_trunk\\src\\maven\\solr-parent-pom.xml.template due to
1573,lucene,1574,1,multiple <document> were never supported by DIH .
1574,lucene,1575,2,A lucene/solr/trunk/src/solrj/org/apache/solr/client/solrj/request/UpdateRequest.java
1575,lucene,1576,1,I vote for #2.  Archeologists can still dig it up through an svn
1576,lucene,1577,2,public void write(ResponseWriter writer) {
1577,lucene,1578,2,at org.apache.solr.handler.RequestHandlerBase.handleRequest(RequestHandlerBase.java:131)
1578,lucene,1579,2,Environment: Solr core
1579,lucene,1580,2,int i;
1580,lucene,1581,1,happen
1581,lucene,1582,1,must be a somewhat obscure code path since I've certainly used Solr
1582,lucene,1583,2,+ > > > > A }
1583,lucene,1584,1,Is this an issue with the lucene Sort Comparator interface or with how the solr implementation passes the results around?
1584,lucene,1585,1,* limitations under the License.
1585,lucene,1586,1,:  <li>Constant scoring range and prefix queries - no id
1586,lucene,1587,1,I don't think solrjs should hold up the 1.4 release.
1587,lucene,1588,2,[clover] Updating database at 'http://hudson.zones.apache.org/hudson/job/Solr-trunk/ws/trunk/build/tests/clover/db/solr_coverage.db'
1588,lucene,1589,2,1-Jun
1589,lucene,1590,1,A collection of rough enhancements to the default highlighter. Mostly to be used as ideas for future development.
1590,lucene,1591,2,PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/bin/X11:/usr/games
1591,lucene,1592,1,[Compiling 2 source files to
1592,lucene,1593,2,org.mortbay.component.AbstractLifeCycle.start(AbstractLifeCycle.java:
1593,lucene,1594,1,: One idea was for me to use a filter with the copy task that e.g.
1594,lucene,1595,1,there are other (less clean) ways to handle the INCREMENT command.  My real
1595,lucene,1596,1,query facets via the UI. it is also possible to
1596,lucene,1597,2,[ https://issues.apache.org/jira/browse/SOLR-1356?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
1597,lucene,1598,1,ResponseWriters (the MoinMoin editing screen gies you a pulldown to assign
1598,lucene,1599,1,If you run that query what do your results look like?
1599,lucene,1600,2,/a/b/c/d/e...
1600,lucene,1601,2,: -    sb.append(\ on lock=\ + ti.getLockName());
1601,lucene,1602,2,at org.apache.solr.update.DirectUpdateHandler2.overwriteBoth(Unknown Sou rce)
1602,lucene,1603,1,The syntax that you are using is not a valid syntax. Solr 1.2 did not do
1603,lucene,1604,2,- > > > > > > > <mkdir dir=\@{junit.output.dir}\/>
1604,lucene,1605,2,java.lang.NoClassDefFoundError: org/apache/solr/common/SolrException
1605,lucene,1606,1,looks great.  thanks!
1606,lucene,1607,1,* of the number of milliseconds since the epoch (milliseconds since 1 Jan 1970 00:00).
1607,lucene,1608,1,the DateField type ... i'll rectify that.
1608,lucene,1609,1,knowledge on distributed components and the solr codebase in general.
1609,lucene,1610,1,: > After this committee
1610,lucene,1611,1,The problem of course is that the counts for \word\ and \excel\ would
1611,lucene,1612,1,parser model?
1612,lucene,1613,1,What I'd like to do is get Apache moved towards being Ruby savvy.
1613,lucene,1614,1,Java Replication does not log actions
1614,lucene,1615,2,AU  client/ruby/flare/public/images/pie_5.png
1615,lucene,1616,1,IIUC the agreed way of working is to do all important changes as
1616,lucene,1617,1,Noble Paul updated SOLR-667:
1617,lucene,1618,1,we're using SolrCore in terms of:
1618,lucene,1619,2,return (properties & TOKENIZED) != 0;
1619,lucene,1620,2,Environment: Tomcat 5.5
1620,lucene,1621,2,temp director;
1621,lucene,1622,1,Recently in lucene
1622,lucene,1623,1,The MoreLikeThis component should support distributed processing.
1623,lucene,1624,2,String[] facetQs = params.getParams(SolrParams.FACET_QUERY);
1624,lucene,1625,1,available based on a request parameter.  Consider core0 with a handler
1625,lucene,1626,1,identify the location of the jars yourself) but the jars still have to
1626,lucene,1627,1,Be sure to start with empty solr/data/index files on both master and slave.
1627,lucene,1628,1,Right?
1628,lucene,1629,2,http://localhost:8983/solr/select?q={!payload%20f=payloads%20func=avg}foo&debugQuery=true
1629,lucene,1630,2,: ./solrlogs
1630,lucene,1631,2,http://lucene.apache.org/nutch/apidocs-0.8.x/org/apache/nutch/analysis/CommonGrams.html
1631,lucene,1632,1,process leads you to creating these pages.
1632,lucene,1633,2,Key: SOLR-1568
1633,lucene,1634,1,{{version}} : if you update your solr.xml or your cores for various motive
1634,lucene,1635,2,URL: https://issues.apache.org/jira/browse/SOLR-1778
1635,lucene,1636,1,I tried querying using SolrDirectConnection with a wt=javabin and only get
1636,lucene,1637,2,buildDocument(vr
1637,lucene,1638,2,http://www.nabble.com/Custom-fragmenter-tf3681588.html#a10289335
1638,lucene,1639,2,Fix For: 1.3.1
1639,lucene,1640,1,These strategies should be tested before trying to create a lock-free get() versio
1640,lucene,1641,1,NASA Jet Propulsion Laboratory Pasaden
1641,lucene,1642,2,<lst name=\master\>
1642,lucene,1643,1,use driod to get the meta data on content and store the data in solr for
1643,lucene,1644,2,[ https://issues.apache.org/jira/browse/SOLR-925?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12657785#action_12657785 ]
1644,lucene,1645,2,Key: SOLR-313
1645,lucene,1646,2,Attachments: SOLR-1672.patch
1646,lucene,1647,2,: +<?xml-stylesheet type=\text/xsl\ href=\threaddump.xsl\?>
1647,lucene,1648,1,Again
1648,lucene,1649,1,which is implimented as a RangeFilter under the covers.
1649,lucene,1650,2,client/ruby/solr-ruby/lib/solr/response/standard.rb
1650,lucene,1651,1,contributing this code to Apache so that it can be included in the main
1651,lucene,1652,2,org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:84
1652,lucene,1653,1,bq. It almost maxed out a machine with 18GB devoted to jetty in about 20 minutes.
1653,lucene,1654,1,Imagine that i want to make an index of people i know.  Each person also
1654,lucene,1655,2,: +    out.print(\  <line>\);
1655,lucene,1656,1,** View the raw JSON response returning from Solr
1656,lucene,1657,1,that the original test used id_i.
1657,lucene,1658,1,SOLR-295 mentions boost support for morelikethis and then seems to have
1658,lucene,1659,1,Distributed query fails with tag / exclude pattern used for facets that are multi-valued.
1659,lucene,1660,2,http://www.nabble.com/Slow-response-tf4394686.html
1660,lucene,1661,1,# Should there be a default update mechanism if none are specified in the solrconfig.xml?
1661,lucene,1662,2,sum(linear(
1662,lucene,1663,2,</filter-mapping>
1663,lucene,1664,1,united states of America
1664,lucene,1665,2,return params.getParams(param).addAll(defaults.getParams(param));
1665,lucene,1666,1,--Noble Paul
1666,lucene,1667,1,This piece of code in SimpleFacets:
1667,lucene,1668,1,StatsComponent throws error for single-valued numeric fields.
1668,lucene,1669,1,added a while ago KeepWordsFilter
1669,lucene,1670,2,if (termInstances == 0) {
1670,lucene,1671,1,According to Wik
1671,lucene,1672,2,Fix Version/s: 3.1
1672,lucene,1673,1,I came up with this patch because I have a rather elaborate tokenization scheme using ShingleMatrixFilter. The current solution of mine is to pass a base64 encoded serialized object as field value and use a custom Analyzer that produce the TokenStream. However the tokenization is rather expensive (especially during initial bulk import of my zillions of documents)  so I'd rather do this on my clients as I've got plenty of those but only one Solr.
1673,lucene,1674,1,#NAME?
1674,lucene,1675,1,All handlers call init() before they could possibly receive any requests.  No requests can hit solr during the limbo period (a-b
1675,lucene,1676,2,AU  site/skin/getBlank.js
